formula,theoretical
AuBrO2,TRUE
ErNi4,FALSE
Na3Mn5(Ge3O10)2,TRUE
PrMgPd,FALSE
NbH14C4NO14,FALSE
Bi3Pt2Pb,TRUE
NaCu3O4,TRUE
Ag2Ge2O5,FALSE
Pr4In8Ni7,FALSE
Cs3HoO3,TRUE
Yb2MgIn,TRUE
Li6Mn3V(PO4)6,TRUE
CdFe4NiO8,TRUE
Ni(N3O2)2,FALSE
Sr3CaZr16(PO4)24,TRUE
Tb3(GaNi3)2,FALSE
ThB2C,FALSE
Ba3N,FALSE
Pr2CdSb4,TRUE
NaNbZnSi(SO6)2,TRUE
LiNd4(RhO3)4,TRUE
PuAl2,FALSE
Ho5(ReO6)2,FALSE
RbCr3O8,FALSE
Pr2Ge5Ir3,FALSE
SmMo5O8,FALSE
GdErCo4,TRUE
LuOs3,TRUE
RbYMg30O32,TRUE
Mg2Be3Tl2F12,TRUE
Mo2NO7,TRUE
Re3Tc,TRUE
Sr3La2FeCo4O15,TRUE
In6Te10Pb,TRUE
SrH12(ClO3)2,FALSE
CeAlPd,FALSE
CdRuO3,TRUE
PrCoC2,FALSE
Mn6Ni16P7,FALSE
HfSbRh,FALSE
CeBeAl3,TRUE
NbVCr,TRUE
Na2Nb2Ga2Si3(SO8)3,TRUE
MgMnV4CoO12,TRUE
LiFe2P2HO8,TRUE
Na3NbAs2O9,FALSE
Sm2Ag2O5,TRUE
Li6Mn17O40,TRUE
Li4Nb3V2Fe3O16,TRUE
CdOsO3,TRUE
La2Si3Ni,TRUE
Sb2N3Cl7O,FALSE
KNa7Al8(SiO4)8,TRUE
KCeNb2O6,TRUE
SmCoAsO,FALSE
Hf2Ga3Co,TRUE
Sr3Tl5,FALSE
K2Cd(SeO5)2,FALSE
Sm2MgSi2,TRUE
Li4Zr8V3(P3O16)3,TRUE
Sm2Al,FALSE
Nd2Fe17H3,FALSE
Lu3Mg2(SiO4)3,TRUE
K3Nd3I10,TRUE
Li2Cr2P2O7F2,TRUE
GdFe4B,FALSE
NaTi2Al5O12,FALSE
Na3Be3B3P6O25,TRUE
BaNa2Fe4F12,TRUE
Rb3Ta2AgSe12,FALSE
Ni5(Mo2As3)6,TRUE
NaLaTa2O7,TRUE
Ba4Si23,FALSE
Ge(SeO3)2,FALSE
Nb5P3,FALSE
Bi2Te2O7,FALSE
Li2CuAsF6,TRUE
Eu2AgSb,TRUE
EuMnNbBiO6,TRUE
RbMg7,TRUE
Ti7P12C6(NO24)2,TRUE
CeErMg2,TRUE
Ca3Ni2O7,TRUE
Ba5Ce4ZrO15,TRUE
NbFe3Cu2(PO4)6,TRUE
KSrPrSeO6,TRUE
EuBiPd2,TRUE
K3NaUC3O11,FALSE
Er2InPd2,FALSE
ScB2Os,FALSE
Ca(SiRh)2,FALSE
MgFeBiO5,TRUE
Zr2Ga2SiS5O24,TRUE
ReC2NCl4,FALSE
VCl5,FALSE
Na9Ca10Nb2P3(S5O24)3,TRUE
Mn2Fe9N8,TRUE
NbBr4,FALSE
Na3AlP2,FALSE
U(CuP)2,FALSE
Ho2OsPd,TRUE
PmMg3,TRUE
KNa4Te2PdO22,TRUE
Mo2W(SeS2)2,TRUE
PbCl4,FALSE
BaH2C4S4N2(O3F4)3,FALSE
Y3(Si3Os)4,FALSE
Ba4Y2Cu5PdO14,TRUE
CuTeBr,FALSE
ZrAgB,TRUE
Ti2Fe(PO4)3,TRUE
AlCu3,FALSE
BaLiAl3P2(HO7)2,TRUE
Na4Y2(IrO4)3,TRUE
Er6Mn4Al43,TRUE
Na3YSi2GeSO12,TRUE
Na6Sc4Ta4Si7S5O48,TRUE
SrLaZr2,TRUE
YNi5,FALSE
Nd2CuSb3,TRUE
Al2Te5,FALSE
Ba2Pd,FALSE
Lu2InAg,TRUE
Ho2SiSO4,FALSE
Mn5(FeO3)4,TRUE
Na11Zr8Si7P5O48,TRUE
LiNd2HO3,FALSE
Ba2Zn(HO)6,FALSE
RbTaCl6,TRUE
CsI,FALSE
Li3TiMn3O8,TRUE
LaI2,FALSE
Li5VF8,TRUE
Lu2Se3,FALSE
Ba8Si43Ni3,TRUE
La2Te(Mo3O22)2,TRUE
Tl2Br3,FALSE
RbMg6Co,TRUE
Li3Cr3CuO8,TRUE
Ba17Ho16Zn8Pt4O57,FALSE
Mn2GaCo,FALSE
KLi2FeO3,TRUE
LiMg2Cu,TRUE
Nd2As4O9,FALSE
K3PrF6,TRUE
Li7V2P7O24,TRUE
SbS2O9,FALSE
Sr2C(NCl)2,FALSE
Ta3NbV4O20,TRUE
Ba2YSn2F11,TRUE
ScZn2Cd,TRUE
PrCo5,FALSE
Ti3Al5,TRUE
Ba(Sn2Ru)3,FALSE
Ba2LaMn2O7,TRUE
Ba2PdF6,FALSE
BaPm,TRUE
Li5Mn3Co2(PO4)6,TRUE
UH6C2O9,TRUE
Pd(SCl3)2,FALSE
Zr2Al3Co,TRUE
Ca2Cu(ClO)2,FALSE
Sn2SeN2,TRUE
VOF2,TRUE
HoZnIn,FALSE
Na5(WO3)14,TRUE
Co23O32,TRUE
Rb2NdAgF6,TRUE
MnNbTc2,TRUE
K3Na5V2(MoO4)6,TRUE
SbH3CS2N,FALSE
Rb2UCr(IO6)2,FALSE
K2AgAsBr6,TRUE
ZnCo2(P2O7)2,TRUE
Na7MgNbO6,TRUE
Fe4As3O23,FALSE
Gd3ErNi4,TRUE
BaNdZr2O6,TRUE
SrEu(GeO3)4,TRUE
TiCrP2,TRUE
TbMgAu2,TRUE
Ba2(Mo2S3)3,TRUE
ErTiGe,FALSE
La3(ZnPt)4,FALSE
Co3B7IO13,FALSE
Pu(CoSi)2,FALSE
Rb2TaF7,TRUE
Zr2MnTc,TRUE
Na3U2H28S10N9O44,TRUE
Na2CuBiF6,TRUE
ErSb3,TRUE
YI,FALSE
CuAgO2,FALSE
Sr5Ca3Ti5Mn3O20,TRUE
Ca10Ge16(B2O17)3,FALSE
Ba3SrSm2(CuO2)6,TRUE
Rb3PrF6,TRUE
LuCu(WO4)2,FALSE
K3Sn5Cl3F10,FALSE
PrAlCu4,TRUE
LiCo6P7O24,TRUE
Pr(SiP3)2,FALSE
SnH6CBr3N,TRUE
AuCl5O18,FALSE
Ba2CdAs2,FALSE
Mg6NbZn,TRUE
TaSnO3,FALSE
Ga(BiCl)4,FALSE
Na2Ta4Nb4Si9(SO16)3,TRUE
Na4Ca3HfP2(SO6)4,TRUE
DyMnSn2,FALSE
Ti2AlSi3,TRUE
AlI3N7,FALSE
Na5ZrSc3Si3(SO8)3,TRUE
LiCrP2HO7,TRUE
TiCr(PO4)3,TRUE
Rb2Al2Si3O10,FALSE
CaNdMn2O6,TRUE
Ba2(CuO2)3,FALSE
RbCa2Ta3O10,FALSE
CeMnGe,FALSE
Cs2LiCo(CN)6,FALSE
SrAlGa,TRUE
Ca2AgPd2,FALSE
Cs3AuBr6,TRUE
La11Sn10,TRUE
FeI(NO)2,FALSE
Na8Hf3ZnSi5SO24,TRUE
Na6MgZr7Si6(SO8)6,TRUE
BaSr3O4,TRUE
La2Mg(NiH4)2,FALSE
EuSbPt,FALSE
Y10Cd3Ru,FALSE
NaCr2P2O9,TRUE
Na8CaHf3Si4(PO12)2,TRUE
Ca2MnAlO5,FALSE
NaNi4(PO4)3,FALSE
Zn2CuPd,TRUE
BH5C4(N2O)2,TRUE
Dy2Cu(SO6)2,FALSE
Zn2Fe3As3O26,TRUE
Li6Sn3P8O29,TRUE
Ba3NbGa3(SiO7)2,FALSE
K4Cr(NO5)2,FALSE
Li3V2NiO6,TRUE
Rb2MnAuF6,TRUE
CaEuHfGaO6,TRUE
LuMnGe2,FALSE
CeNdSi2,TRUE
CeB2C,FALSE
Dy2TeS2,TRUE
Na3Bi,FALSE
LiVPH2O5,TRUE
MgMo2(IrO6)2,TRUE
Rb2Hg3Se4,FALSE
YbAgS2,FALSE
GdEr3,TRUE
KZnCl3O,FALSE
Gd(PRu)2,FALSE
Nd5(FeB)18,FALSE
LiCr(PO3)4,TRUE
B9H11N4,FALSE
AlBiO3,FALSE
Li3Fe2P2(CO7)2,TRUE
H5NO2,FALSE
Fe3Co3(SbO8)2,TRUE
Cs2MnF5,FALSE
TiAlVC,TRUE
Eu2(BiPd)3,TRUE
Ca3Co4O9,TRUE
BaZnSiO4,FALSE
GaCuSe2,FALSE
LiNi6P7O24,TRUE
Rb2Bi(IO3)5,FALSE
Fe5Si2B,FALSE
SmH3(CO2)3,FALSE
TeI4,FALSE
Ba5B3CNO9,FALSE
Tl3Ag3(SbS3)2,FALSE
OsW2,FALSE
CoBr,FALSE
DyZnRh,FALSE
CsAsH6(CSe)2,FALSE
Ce6Ni20As13,TRUE
Na6HfZn3Si2(SO6)4,TRUE
S4N5F,FALSE
CeTl5Ni2(NO2)12,FALSE
LiP5Pb2O15,TRUE
Ta2W2O11,TRUE
YbSmSe3,FALSE
Pr(Al5Ru)2,FALSE
InO3,TRUE
Ca2AlPbOF8,TRUE
Er2Fe17C,TRUE
K2LiS2(O2F)2,TRUE
ScAlO3,FALSE
BPBr2NCl3,FALSE
LaSiOs2C,TRUE
BaPPd,TRUE
K2RbTlBr6,TRUE
Na15Ca7Ta5(PO4)18,TRUE
SrCaNiBiO6,TRUE
Cs3IO5,TRUE
K2PaF7,FALSE
Tl3Ir,TRUE
Rb2UO4,FALSE
Na(AsO2)2,FALSE
Sr3Al3N5,TRUE
Cs2NbAgSe4,FALSE
TiS2,FALSE
SnPbS3,FALSE
GdCr3(BO3)4,FALSE
SbC2SCl3O,FALSE
K6H6S6N2O23,FALSE
NbAsRu,TRUE
Na2Cu3(SiO3)4,FALSE
Na3U6TiF30,FALSE
Ca4MgB4(CO9)2,FALSE
CuSb2(XeF4)6,TRUE
Li4Ti3Co5O16,TRUE
Li4Mn3Fe3(CoO8)2,TRUE
GdYCo4,TRUE
Mn3CrFe2(PO4)6,TRUE
FeCu2SiS4,FALSE
BaPSe3,FALSE
BaCdSn,TRUE
Er7FeI12,FALSE
SmLuZn2,TRUE
Sn(PS3)2,TRUE
C7SeNF5,FALSE
NaAlF4,FALSE
Co3Mo3N,FALSE
K3In(PO4)2,TRUE
Er(BiO2)3,TRUE
Th3Nb,TRUE
Pr2Cu4Sn5,TRUE
Mn8Sn5,TRUE
Na2InAgBr6,TRUE
AlCu3(AgO3)4,TRUE
Mg14NiSb,TRUE
LiV2OF7,TRUE
Co6Te3(ClO6)2,FALSE
CrGaSe3,FALSE
HfGe2Ru,FALSE
Rb2CeBr5,TRUE
K(SeO3)2,FALSE
Li14Cr9(P2O7)8,TRUE
CuB2(CN)8,FALSE
MgCd,FALSE
BaMg14SiO16,TRUE
AlW3O8,TRUE
PdPb3,TRUE
CeMgSn,FALSE
Li2V4O5F8,TRUE
PrCdNi4,FALSE
ThPS,FALSE
LaSn,FALSE
Al2Sn,TRUE
NaSrNbBiO6,TRUE
Nd3CrS6,TRUE
Nd5Ru2,FALSE
Cs2SnBr6,FALSE
BeCl2,FALSE
PrCuGe,TRUE
Ho2Cu(B2O5)2,FALSE
NaMnFe(PO4)2,TRUE
Na7Mg2Nb2Si3(PO8)3,TRUE
BaMgMn2O5,TRUE
Ce4Si2Se3O7,FALSE
Sr2YMo2O7,TRUE
Ho2Hf2O7,TRUE
CaLa4Ti3RuO15,TRUE
Mg(CuO)2,TRUE
Ca3Re3N5,TRUE
ScZn2Cu,TRUE
Mo2N3O4F5,FALSE
SmZn,FALSE
BaIn,FALSE
Ba2CaCu3F14,TRUE
Ba4Nd7Si12BN27,TRUE
LiTa4O12,TRUE
AgB5H6N2Cl5,FALSE
C13F7,FALSE
Li4Ni3Sn2Sb3O16,TRUE
TiNiP,FALSE
Si4Ag10O13,FALSE
Dy2MgMn4O8,TRUE
Nb3SnGeMo3,TRUE
MoPt2Br,TRUE
SrHg8,FALSE
Tl2Cu2SnS4,FALSE
SrTm2O4,FALSE
Li8Nd7Ge10,FALSE
Cs2ScInF6,TRUE
Na2Sc2Ga2SiS5O24,TRUE
Cs2TlAuBr6,TRUE
Cd3Au,FALSE
HoNp3,TRUE
LuAg2,FALSE
Sc3P,FALSE
NdMnFeGe2,TRUE
Ti2ZnO4,TRUE
Mg14MnSnO16,TRUE
NaSm3GeS7,FALSE
Na6V2C4SO16,TRUE
Mn2Fe4SiGe,TRUE
Li3FeO2F,TRUE
NiSnRh2,FALSE
Ba10Ce(Bi3O10)3,TRUE
KGaS2,FALSE
RbDyI3,TRUE
Sm9Al5S21,TRUE
Lu2Br2O,TRUE
BaZn2,FALSE
GaNi2,FALSE
BC5,TRUE
Zn(CdN)2,TRUE
Zr3Sb,FALSE
Li5Mn5V2O12,TRUE
K2GaSb2,FALSE
Sc2InHg,TRUE
KMg6Ga,TRUE
Sr3CrN3,FALSE
YTi2CdO6F,TRUE
Dy2Fe17N3,FALSE
Sc2TcPd,TRUE
La3AgSnSe7,FALSE
ZnP2H14C2(NO)6,FALSE
Na5Zr2Al2SiP5O24,TRUE
Na2Gd2Ti3O10,FALSE
CaAl2(Si2O7)2,FALSE
SmTl2P2S7,FALSE
K2Te2W3O5,TRUE
EuSeO4,TRUE
Gd(FeSi)2,FALSE
MgCr2F12,TRUE
BaZr4(PO4)6,FALSE
Li5Fe7O12,TRUE
Ca(CrN2)2,TRUE
ThP,FALSE
PrFeSi,FALSE
CrAg(PS3)2,FALSE
TeWBr9,FALSE
CuTeSCl,TRUE
SrNdMgRuO6,TRUE
UGaPd,FALSE
Lu3Pd4,FALSE
PuOF,FALSE
Li4V3Fe5O16,TRUE
Ti4(SiO8)3,TRUE
Fe(Si2O3)2,FALSE
EuCdAu2,TRUE
Hg2H10C3NCl5,FALSE
Na4Ga3Si3BrO12,FALSE
UI2O9,FALSE
Ga12OF36,TRUE
PaCl2O,FALSE
GeAs2,FALSE
MnCo3C,TRUE
Li3BiF6,TRUE
CdGe(BiO3)2,FALSE
As3Pd4Pb,TRUE
Tb2Ti2Fe22H,TRUE
KHo(CO3)2,FALSE
Ce2MnSi4Pd3,TRUE
CuSb(MoO4)2,FALSE
Li9Bi3P8O29,TRUE
Dy(MnSi)2,FALSE
VZn2WO6,TRUE
YbSF,TRUE
PuGa5Co,TRUE
YSiNO2,FALSE
TmAlCo,TRUE
V4SnO12,TRUE
Mg2Nb2BiO8,TRUE
Li5V6O5F19,TRUE
NaTi2SiO9,TRUE
MgCr8Fe3O16,TRUE
Cl2O7,FALSE
MnC4Br3N,FALSE
V2Ag6As2O13,FALSE
Gd11In9Ni4,FALSE
Ga2Ge4Pb3O14,FALSE
KHF2,FALSE
NaIn(IO3)4,FALSE
CsGa9Au5,FALSE
Li6Ti(BO3)3,TRUE
NaMgO3,TRUE
Ca2GaAg,TRUE
Sr2Ca2Ga(CuO3)3,TRUE
Ca(GeN)2,TRUE
SrMg6Ga,TRUE
CeCrSe3,FALSE
Na2UO3,TRUE
La2Al2Ge,FALSE
Eu2ZnAg,TRUE
LiHoF2,TRUE
Li3Fe4O3F5,TRUE
Rb3Cu3Cl8O,FALSE
MgTa5(PO4)9,TRUE
LiCo7O8,TRUE
KIn(PO4)2,FALSE
Cs3TlNi3F10,TRUE
Nb4SiC3,TRUE
NdAsO2,TRUE
K2Sb4S7O,FALSE
Cs2Li3GaO4,FALSE
Mg14NbGa,TRUE
Li2SnSe3,FALSE
Mg6ZnCoO8,TRUE
InGa(AgSe2)2,TRUE
As2O9,TRUE
Rb(TeO3)2,FALSE
Lu3Si13Ir4,FALSE
Ba2MgTl2CuO6,TRUE
Al5Cu3Si6(O7F2)3,TRUE
CaMg6Nb,TRUE
Sn3N4,FALSE
Ce2Si5Pd3,TRUE
Na4AlSi2SnPO12,TRUE
Cs5CeCu2(NO2)12,FALSE
NbAu2,FALSE
ZrCrCu2(PO4)3,TRUE
Ba2Dy2Co4O11,TRUE
La(Al2Fe)4,FALSE
V2ZnO4,FALSE
CrGaMo6(H19O20)2,TRUE
FeH6SO6,FALSE
LiLa(MoO4)2,FALSE
BiO2,FALSE
BaMgCu3O4,TRUE
Mo12PH13O40,TRUE
LiTmIn2,TRUE
CaIn2,FALSE
LaCuGe2,FALSE
Li4V3Ni2Sn3O16,TRUE
ZnP2PbO7,FALSE
WF4,TRUE
EuZnIn3,TRUE
TmNiSn2,FALSE
VCu3O4,FALSE
Th3Ti,TRUE
Tl3B3Se10,FALSE
SrCd2H16(Br3O4)2,FALSE
NdIn2Pd,TRUE
BaNaCuBrO2,TRUE
Ga2Te4O11,FALSE
Li8PbO6,FALSE
Ti2BeMo,TRUE
LiMo2P3O11,TRUE
Cu2P8Se3Br2,FALSE
Hf2MnTc,TRUE
NaSr3IrO6,FALSE
Ce2Ga5Au3,TRUE
SmEuZrCrO6,TRUE
CaCrCu3Se4,TRUE
Li2VPO5,TRUE
AcEuZn2,TRUE
Na2Sr2Nb4O13,TRUE
PmNi2Sn,TRUE
Li12CrFe3P4(CO7)4,TRUE
Tl6SCl4,FALSE
SrH9ClO5,FALSE
P2SN6,TRUE
Na3Ti3Ga(PO4)6,TRUE
KSm(CO3)2,TRUE
BaV13O18,FALSE
Li3Cr2CoO6,TRUE
Sr2Cu2RuPb2ClO8,TRUE
Sm2Ga3Co,TRUE
Li12Cr3CoP4(CO7)4,TRUE
Y3Os,FALSE
NaHf2Zn2PS5O24,TRUE
PmSmMg2,TRUE
Eu3Si6N4O9,TRUE
SiH9C4F3,FALSE
P4Pb2O15,TRUE
Na3Li2Al(SiO4)2,FALSE
Mn9(Si2O9)2,TRUE
SbRhO4,TRUE
KCa3Mg3Al(SiO3)8,TRUE
KAuBr4,FALSE
V3Cu2P6WO24,TRUE
Rb2Mn3S4,FALSE
RbH6C2S2NO4,FALSE
K2UMo2O11,FALSE
LuSnPt,FALSE
Zr3Zn3C,FALSE
Hf9Re4P,FALSE
SrNi2Te3(ClO4)2,FALSE
HfNb,TRUE
W2NO6,FALSE
Li2ScPCO7,TRUE
Hf2Al3Cu,TRUE
LiMg6Si,TRUE
Cu5Si2S7,FALSE
Na10Hf2Mg6Si3(S3O16)3,TRUE
Eu3Tc,TRUE
LaPt2,FALSE
CsHoCoSe3,FALSE
CsMgBr3,FALSE
U2TiH3,TRUE
SrSmCoO4,TRUE
K8Li9(FeO4)4,TRUE
Ba2AlCu3O8,TRUE
LaSnIr,TRUE
Pr2Zn5Pb,FALSE
Ca2CO3F2,FALSE
SiTc2W,TRUE
Mn2Co2O5,TRUE
KNa3W2O17,TRUE
Tm2B6Ru,FALSE
NiIr3,TRUE
Be46Ru7,TRUE
Sm4TiFe33N4,TRUE
Si3CCl7,FALSE
K3GeTe3,FALSE
KDy2Cl7,FALSE
Cr3Ni(PO4)6,TRUE
U2Re3Si5,FALSE
SmC2,FALSE
LiLa(WO4)2,TRUE
MnGa2N3,TRUE
UCo5Sn,FALSE
Sm3RuO7,FALSE
Bi2SeO7,TRUE
Ba4Ti5PbO15,TRUE
Tb2Al,FALSE
Mg3Co2(GeO4)3,TRUE
Sr2NiClO3,FALSE
Tb4Mn,TRUE
U(BiO3)2,FALSE
OsCl4,FALSE
La5Sm3Cr7FeO24,TRUE
InN,FALSE
Mn3FeNi2(PO4)6,TRUE
Sb2H20(Cl4O3)3,FALSE
Li3Sn2P5O16,TRUE
Eu2Mn2O7,TRUE
Nb4AgS8,TRUE
Na3TaGaSi2PO12,TRUE
BaCdGaF7,FALSE
UHgO3,TRUE
HgNO4,FALSE
Ba5(GaS4)2,FALSE
UP2H2CO13,TRUE
ErCdAg2,TRUE
TbMg(BO2)5,TRUE
Cu(CO3)2,FALSE
Na(WO3)10,TRUE
YMg14NbO16,TRUE
Nd5Tl3,FALSE
Li7Mn4(PO4)6,TRUE
Ba2CaSm2Ti3(CuO7)2,TRUE
Co(NO3)4,TRUE
MgNiSnP2O9,TRUE
Mn3Ni(PO4)4,TRUE
CsCoNiF6,TRUE
BeCo2B,TRUE
TbZnRh,FALSE
Gd2AgRh,TRUE
Lu(NbCl3)6,FALSE
Ba2Fe2S2OF2,FALSE
TbMoBrO4,FALSE
La(CuO2)2,TRUE
Li2NiBiO4,TRUE
K5H3S5O14,FALSE
Pr2Co17,FALSE
Mg(C4N3)2,TRUE
KPt2Se3,FALSE
RbH2SNO3,FALSE
BaTlCu3Se4,TRUE
Li3Fe2NiO6,TRUE
Li2FeS2,FALSE
HgPPt5,FALSE
K5Na3Nb8O24,TRUE
K2CoH8(CO5)2,FALSE
La6Mn(SiS7)2,TRUE
Tm(NiP)2,FALSE
Tl2Pd9Pb,TRUE
Li10Si(PO6)2,TRUE
Zn2GaCuTe4,TRUE
CoF3,FALSE
Ca3Tl2O6,FALSE
UCl2O13,FALSE
LaMgSi2,FALSE
MgWO2,TRUE
Ba3BN3,TRUE
TbAlGe2O7,TRUE
Nb3P6WO24,TRUE
Lu2MgOs,TRUE
Na3U2H5(Se2O9)2,FALSE
VH12SO11,FALSE
SrNd2O4,TRUE
Na3Zr3Fe(PO4)6,TRUE
K3Rb5(Mo3O10)4,TRUE
CaH12(IO7)2,FALSE
Na3N2O9,TRUE
Ho5Rh3,FALSE
LiNbF5,TRUE
Ca2YNbO6,TRUE
La5CoRe3O16,FALSE
TmPaO4,TRUE
Tl2PdSe2,FALSE
K2LiErCl6,TRUE
Sr5P3BrO12,FALSE
La12Co6Pb,TRUE
Gd2MgAl,TRUE
NaMgZrP(SO6)2,TRUE
Zn2Ag2(MoO4)3,TRUE
Ba2NiWO6,FALSE
AlH2PbO2F3,FALSE
Pm3Gd,TRUE
Tb7PtI12,FALSE
Ce15Ni32,TRUE
GePdS3,FALSE
Ce4CdPt,TRUE
TaAl(WO4)2,TRUE
MgFe2(ClO)2,TRUE
Nd5Mn8(PbO8)3,TRUE
TlInF6,TRUE
Ca(DyTe2)2,TRUE
Ni(H2Cl)2,TRUE
Ca3(GeP2)2,FALSE
Zr3O,FALSE
MgTiRh2,TRUE
La2MgCrO6,TRUE
BaEuZr2O6,TRUE
LiFe2Si2O7,TRUE
Na7(WO3)13,TRUE
Mn2Pb3N4,TRUE
Be2BH3O5,TRUE
Gd5Si4,FALSE
Cs3O,FALSE
ZrHg3(SCl3)2,FALSE
Ti2FeB2Ru4Rh,TRUE
HfPt4,TRUE
KRb2GaCl6,TRUE
MgGeRu2,TRUE
NpNiSn,FALSE
HoGa2,FALSE
Li15Cr15SiO32,TRUE
Mg4IrN4,TRUE
Ce8Re13B12,FALSE
K2Cr2AsHO10,FALSE
InSi2H19C7Br2,FALSE
RuN3Cl3O,FALSE
Cd2SiO2,TRUE
Li3Sb2(PO4)3,TRUE
CrCoCl3,TRUE
SbNCl8O,FALSE
LiHg2Au,TRUE
V2Ni(PO5)2,FALSE
Sb2H8Pt(OF3)4,FALSE
CsHf2Br9,FALSE
Gd2Tl,FALSE
Hf3Si,TRUE
Ca4MnFe3(SiO3)10,TRUE
Na3Hf2Zn2P3(SO8)3,TRUE
Nb2P,FALSE
Nb9IrSe20,TRUE
MgCu2(GeO3)2,TRUE
Pr2Mn3CoGe4,TRUE
SmGaPd,FALSE
Li7Nb2Fe3O16,TRUE
KIBr2O,FALSE
HgH4C4(Br2N)2,FALSE
Sc2CdS4,FALSE
Li2Cu(PO3)4,TRUE
Ba3Sr,TRUE
Zn3(Se2O7)2,FALSE
NaCe(GaSe2)4,FALSE
K3NaMgCr2O8,TRUE
NaTaN2,FALSE
La3MnAlS7,FALSE
Ba3Mn2O8,FALSE
Er(Al2Mo)2,FALSE
Li2InCuF6,TRUE
HfMg30TiO32,TRUE
Ce2Zn3Cu7,TRUE
Ti13Pb3,TRUE
AsH8CN3O4,FALSE
GdP5,FALSE
Li4V3Ni3(WO8)2,TRUE
Na2GdMnAs2O9,FALSE
Y2Cu3(WO4)6,TRUE
SmBi,FALSE
SrEuZr2O6,TRUE
CaNiO2,TRUE
Cu(RhO2)2,FALSE
Eu2As2O5,TRUE
K2Ga2Sb3,FALSE
Y2Mg(FeO3)2,TRUE
U2Si3Au,TRUE
Na3Li6Mn5O9,TRUE
LaOF,FALSE
Li4Ti2V3Cr3O16,TRUE
KNaEuTaO5,FALSE
ScGePd2,TRUE
Eu(BH4)2,FALSE
Rb5CeNi2(NO2)12,FALSE
Ba2CaMoO6,FALSE
MgCoBiO5,TRUE
Na4Sn2Ge5O17,FALSE
DyGa2Ni,FALSE
Li4Ti3V3(NiO8)2,TRUE
DyThRu2,TRUE
BI3,FALSE
MgPbO3,TRUE
PH17C4S2(N2O)4,TRUE
Tb5Pb4,FALSE
NdFeGe,TRUE
Ti4Co(PO4)6,TRUE
Rb2Se2O7,FALSE
CrAs2O7,TRUE
K2RbLuV2O8,TRUE
TlCr3Se5,FALSE
TiNbRe2,TRUE
Li4Fe3CoO8,TRUE
Li2SnO3,FALSE
SrClF,FALSE
SOF2,FALSE
Na7Sc2Al2SiP5O24,TRUE
BaHIO,FALSE
KH8W(NF3)2,TRUE
Cs2SiF6,FALSE
V12P7,TRUE
HfC,FALSE
TaTiFeO6,TRUE
Cr2CoNi3(PO4)6,TRUE
HOs7C20O19,FALSE
TiAlF5,TRUE
CsRb2AlI6,TRUE
MgCr2O4,FALSE
UCr4H48C14(N15O11)2,TRUE
Sm3GaNiS7,FALSE
TiTlAsO5,TRUE
Co2Mo4N,TRUE
Li2Ti3FeO8,TRUE
Pr(ClO2)3,FALSE
SrBiO3,FALSE
CdBiO3,TRUE
NaCa2Rh,TRUE
Rb5Gd(MoO4)4,TRUE
HoO3,TRUE
Ti6Be15Cu8,TRUE
AlCuCl4,FALSE
Cr3Sb(PO4)4,TRUE
CePu3,TRUE
MgTe2Mo4(Se2S)2,TRUE
MnCr4CoS8,TRUE
Li2Nb(PO3)5,TRUE
Dy2CO5,TRUE
KNa2Pb,TRUE
VAg2(PO4)2,FALSE
Nb2Te6I,FALSE
CsYb3Se4,FALSE
K2Cu(C2O5)2,TRUE
Hf2(TiGa)3,TRUE
Cu10Bi25O48,TRUE
Cd(Mo3S4)2,FALSE
Ta(MnB2)2,FALSE
Cs2MnNiF6,TRUE
VH6CNO3,FALSE
SmDyNi2,TRUE
La3Co2Sn7,FALSE
FeC2N3,TRUE
PrMn2O5,FALSE
LiTlO2,FALSE
K2RbAlF6,TRUE
LaMgFeCuO6,TRUE
H10C3BrN,FALSE
Mg2Ta4O9,TRUE
SrLaMnFeO6,TRUE
SrCr10O15,FALSE
Ag3PSe4,FALSE
InGaCuO4,TRUE
Sn4Au,FALSE
Rb4(ZnAs)7,FALSE
Na2FeSO4F3,FALSE
Na3SbCl6,TRUE
Na2Zn5Sn3(SO4)12,TRUE
Na2Y6Ta2Si3(S3O16)3,TRUE
V7(WO5)6,TRUE
BeHgO3,TRUE
Na14Sc6Nb2Si9(SO16)3,TRUE
CaTi2(CuO4)2,TRUE
AlSnRu2,TRUE
RbMg14Ni,TRUE
BaMo2(PO4)3,FALSE
NaCa3IrO6,TRUE
Cs2RbErCl6,TRUE
SrNdCuS3,FALSE
TbInPt2,FALSE
YbSiO3,TRUE
K3Tb(BO3)2,TRUE
Li7TaN4,FALSE
Tb4BClO7,FALSE
KY(CuO2)2,TRUE
Lu2Te4O11,FALSE
SiSnGe(SO6)2,TRUE
Fe4RuN4,TRUE
CaW6NCl18,TRUE
Zr(GaCo)6,TRUE
AsPO4,FALSE
K8CaTe6,TRUE
TiCdHg2,FALSE
USi6H54C18N3F,FALSE
Cd2SeS,TRUE
Nb2(VSi)3,TRUE
Sm2TiCo16,TRUE
BaMnSnS4,FALSE
Cd(BH4)2,FALSE
MgBi4O9,TRUE
Li2MnCl4,TRUE
Na(CoO2)8,TRUE
Rb2LaNb2O7,FALSE
SiPb4(BrO)4,FALSE
Rb4Fe2S5,FALSE
Eu3W(ClO2)3,TRUE
K2Fe3(S3O19)2,TRUE
Y4MgS7,TRUE
